"id","arcgis-id","description","type","label","identifier","image-url","p-in-p-url","pleiades-url","plod-english-title","plod-italian-title","spatially-within","surface-area","wiki-en-url","wiki-it-url","wikidata-url","url"
"r7-i2-p41","BLD_000864","Workshops","property","Property VII.2.41","r7-i2-p41","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2041.htm","","Maison du distillateur","","r7-i2","41.33115","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p41"
"r7-i2-p42","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p42"
"r7-i2-p43","BLD_000865","Shops","property","Property VII.2.43","r7-i2-p43","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2043.htm","","","","r7-i2","37.38071","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p43"
"r7-i2-p44","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p44"
"r7-i2-p45","BLD_000866","Private Dwellings","property","Property VII.2.45","r7-i2-p45","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2045.htm","","Casa della fontana","","r7-i2","221.5004","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p45"
"r7-i2-p46","BLD_000867","Shops","property","Property VII.2.46","r7-i2-p46","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2046.htm","","","","r7-i2","37.98683","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p46"
"r7-i2-p47","BLD_000868","Temples","property","Property VII.2.47","r7-i2-p47","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2047.htm","","","","r7-i2","6.470025","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p47"
"r7-i2-p48","BLD_000869","Private Dwellings","property","Property VII.2.48","r7-i2-p48","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2048.htm","","Domus of D. Caprasius Primus","","r7-i2","297.1564","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p48"
"r7-i2-p49","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p49"
"r7-i2-p5","BLD_000870","Shops","property","Property VII.2.5","r7-i2-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2005.htm","","","","r7-i2","29.7603","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p5"
"r7-i2-p50","BLD_000871","Shops","property","Property VII.2.50","r7-i2-p50","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2050.htm","","","","r7-i2","20.60123","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p50"
"r7-i2-p51","BLD_000872","Workshops","property","Property VII.2.51","r7-i2-p51","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2051%20p1.htm","","Domus of the Suettii","","r7-i2","355.2613","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p51"
"r7-i2-p52","BLD_000873","Shops","property","Property VII.2.52","r7-i2-p52","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2052.htm","","","","r7-i2","41.73658","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p52"
"r7-i2-p53","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p53"
"r7-i2-p6","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p6"
"r7-i2-p7","BLD_000874","Shops","property","Property VII.2.7","r7-i2-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2007.htm","","","","r7-i2","24.53354","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p7"
"r7-i2-p8","BLD_000875","Temples","property","Property VII.2.8","r7-i2-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2008.htm","","","","r7-i2","7.391754","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p8"
"r7-i2-p9","BLD_000876","Shops","property","Property VII.2.9","r7-i2-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2009.htm","","","","r7-i2","31.7607","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p9"
"r7-i3-p1","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p1"
"r7-i3-p10","BLD_000877","Shops","property","Property VII.3.10","r7-i3-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2010.htm","","","","r7-i3","64.65745","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p10"
"r7-i3-p12","BLD_000878","Private Dwellings; Shops; Workshops","property","Property VII.3.12","r7-i3-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2012.htm","","Casa del doppio larario","","r7-i3","570.8342","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p12"
"r7-i3-p13","BLD_000879","Private Dwellings; Shops","property","Property VII.3.13","r7-i3-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2013.htm","","","","r7-i3","304.3968","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p13"
"r7-i3-p18","BLD_000880","Shops","property","Property VII.3.18","r7-i3-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2018.htm","","","","r7-i3","22.99417","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p18"
"r7-i3-p19","BLD_000881","Shops","property","Property VII.3.19","r7-i3-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2019.htm","","Taberna of Rubellius","","r7-i3","21.90392","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p19"
"r7-i3-p20","BLD_000882","Shops","property","Property VII.3.20","r7-i3-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2020.htm","","","","r7-i3","21.04653","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p20"
"r7-i3-p21","BLD_000883","Shops","property","Property VII.3.21","r7-i3-p21","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2021.htm","","","","r7-i3","86.42625","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p21"
"r7-i3-p22","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p22"
"r7-i3-p23","BLD_000884","Shops","property","Property VII.3.23","r7-i3-p23","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2023.htm","","","","r7-i3","154.5485","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p23"
"r7-i3-p24","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p24"
"r7-i3-p25","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p25"
"r7-i3-p26","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p26"
"r7-i3-p27","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p27"
"r7-i3-p28","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p28"
"r7-i3-p29","BLD_000885","Private Dwellings; Entertainment Buildings; Shops; Workshops","property","Property VII.3.29","r7-i3-p29","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2029.htm","","Domus of M. Spurius Messor","","r7-i3","661.2182","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p29"
"r7-i3-p3","BLD_000886","Entertainment Buildings; Shops","property","Property VII.3.3","r7-i3-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2003.htm","","","","r7-i3","312.2493","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p3"
"r7-i3-p30","BLD_000887","Private Dwellings","property","Property VII.3.30","r7-i3-p30","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2030.htm","","Casa del Magistrato anomino","","r7-i3","211.5644","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p30"
"r7-i3-p31","BLD_000888","Private Dwellings","property","Property VII.3.31","r7-i3-p31","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2031.htm","","","","r7-i3","22.88924","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p31"
"r7-i3-p32","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p32"
"r7-i3-p34","BLD_000889","Shops","property","Property VII.3.34","r7-i3-p34","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2034.htm","","","","r7-i3","75.84","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p34"
"r7-i3-p37","BLD_000890","Workshops","property","Property VII.3.37","r7-i3-p37","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2037.htm","","","","r7-i3","76.47185","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p37"
"r7-i3-p4","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p4"
"r7-i3-p5","BLD_000891","Shops","property","Property VII.3.5","r7-i3-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2005.htm","","","","r7-i3","13.95544","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p5"
"r7-i3-p6","BLD_000892","Private Dwellings; Entertainment Buildings; Workshops","property","Property VII.3.6","r7-i3-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2006.htm","","","","r7-i3","406.488","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p6"
"r7-i3-p7","BLD_000893","Shops","property","Property VII.3.7","r7-i3-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2007.htm","","","","r7-i3","14.50907","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p7"
"r7-i3-p8","","","property","","","","","","","","r7-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p8"
"r7-i3-p9","BLD_000894","Workshops; Shops","property","Property VII.3.9","r7-i3-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2003%2009.htm","","","","r7-i3","89.44819","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i3-p9"
"r7-i4-p1","BLD_000895","Temples","property","Property VII.4.1","r7-i4-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2001.htm","","Templum of Serapis","","r7-i4","223.8659","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p1"
"r7-i4-p10","BLD_000896","Private Dwellings","property","Property VII.4.10","r7-i4-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2010.htm","","Casa di Bacco","","r7-i4","220.4116","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p10"
"r7-i4-p11","BLD_000897","Shops","property","Property VII.4.11","r7-i4-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2011.htm","","","","r7-i4","28.2046","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p11"
"r7-i4-p12","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p12"
"r7-i4-p13","BLD_000898","Shops","property","Property VII.4.13","r7-i4-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2013.htm","","","","r7-i4","61.65875","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p13"
"r7-i4-p14","BLD_000899","Shops","property","Property VII.4.14","r7-i4-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2014.htm","","Taberna of Aurelius","","r7-i4","57.50784","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p14"
"r7-i4-p15","BLD_000900","Guilds","property","Property VII.4.15","r7-i4-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2015.htm","","Sodalicium of the saccari","","r7-i4","33.51823","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p15"
"r7-i4-p17","BLD_000901","Shops","property","Property VII.4.17","r7-i4-p17","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2017.htm","","","","r7-i4","29.43141","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p17"
"r7-i4-p18","BLD_000902","Shops","property","Property VII.4.18","r7-i4-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2018.htm","","","","r7-i4","118.1288","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p18"
"r7-i4-p19","BLD_000903","Shops","property","Property VII.4.19","r7-i4-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2019.htm","","","","r7-i4","68.20117","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p19"
"r7-i4-p2","BLD_000904","Public Buildings","property","Property VII.4.2","r7-i4-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2002.htm","","Area privata of M. Tullius","","r7-i4","136.0121","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p2"
"r7-i4-p20","BLD_000905","Shops","property","Property VII.4.20","r7-i4-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2020.htm","","Casa del pavone","","r7-i4","167.5836","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p20"
"r7-i4-p21","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p21"
"r7-i4-p22","BLD_000906","Private Dwellings","property","Property VII.4.22","r7-i4-p22","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2022.htm","","Casa del mercante di vino","","r7-i4","180.406","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p22"
"r7-i4-p23","BLD_000907","Shops","property","Property VII.4.23","r7-i4-p23","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2023.htm","","","","r7-i4","126.7476","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p23"
"r7-i4-p24","BLD_000908","Workshops","property","Property VII.4.24","r7-i4-p24","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2024.htm","","Officina olearia of Sextus Numisius Iucundus.Secundus et Victor","","r7-i4","190.7015","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p24"
"r7-i4-p26","BLD_000909","Shops","property","Property VII.4.26","r7-i4-p26","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2026.htm","","","","r7-i4","247.0902","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p26"
"r7-i4-p28","BLD_000910","Shops","property","Property VII.4.28","r7-i4-p28","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2028.htm","","","","r7-i4","42.98197","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p28"
"r7-i4-p29","BLD_000911","Workshops","property","Property VII.4.29","r7-i4-p29","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2029.htm","","Casa del forno","","r7-i4","249.1701","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p29"
"r7-i4-p3","BLD_000912","Shops","property","Property VII.4.3","r7-i4-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2003.htm","","","","r7-i4","36.30258","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p3"
"r7-i4-p30","BLD_000913","Shops","property","Property VII.4.30","r7-i4-p30","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2030.htm","","","","r7-i4","41.59417","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p30"
"r7-i4-p31","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p31"
"r7-i4-p34","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p34"
"r7-i4-p35","BLD_000914","Shops","property","Property VII.4.35","r7-i4-p35","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2035.htm","","","","r7-i4","25.75622","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p35"
"r7-i4-p36","BLD_000915","Shops","property","Property VII.4.36","r7-i4-p36","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2036.htm","","","","r7-i4","33.49574","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p36"
"r7-i4-p37","BLD_000916","Private Dwellings","property","Property VII.4.37","r7-i4-p37","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2037.htm","","","","r7-i4","8.121654","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p37"
"r7-i4-p38","BLD_000917","Shops","property","Property VII.4.38","r7-i4-p38","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2038.htm","","","","r7-i4","35.72564","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p38"
"r7-i4-p39","BLD_000918","Workshops; Shops","property","Property VII.4.39","r7-i4-p39","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2039.htm","","","","r7-i4","155.0968","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p39"
"r7-i4-p4","BLD_000919","Entertainment Buildings","property","Property VII.4.4","r7-i4-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2004.htm","","","","r7-i4","86.94767","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p4"
"r7-i4-p40","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p40"
"r7-i4-p42","BLD_000920","Entertainment Buildings","property","Property VII.4.42","r7-i4-p42","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2042.htm","","Lupanare piccolo","","r7-i4","6.967123","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p42"
"r7-i4-p44","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p44"
"r7-i4-p45","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p45"
"r7-i4-p46","BLD_000921","Shops","property","Property VII.4.46","r7-i4-p46","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2046.htm","","","","r7-i4","48.2804","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p46"
"r7-i4-p47","BLD_000922","Shops","property","Property VII.4.47","r7-i4-p47","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2047.htm","","","","r7-i4","21.20832","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p47"
"r7-i4-p48","BLD_000923","Entertainment Buildings","property","Property VII.4.48","r7-i4-p48","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2048%20p1.htm","","Domus of Marius and of the Marii","","r7-i4","460.629","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p48"
"r7-i4-p49","BLD_000924","Shops","property","Property VII.4.49","r7-i4-p49","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2049.htm","","","","r7-i4","32.54471","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p49"
"r7-i4-p5","BLD_000925","Entertainment Buildings","property","Property VII.4.5","r7-i4-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2005.htm","","","","r7-i4","2.642612","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p5"
"r7-i4-p50","BLD_000926","Shops","property","Property VII.4.50","r7-i4-p50","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2050.htm","","","","r7-i4","42.73123","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p50"
"r7-i4-p51","BLD_000927","Private Dwellings; Shops","property","Property VII.4.51","r7-i4-p51","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2051.htm","","","","r7-i4","1673.244","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p51"
"r7-i4-p52","BLD_000928","Shops","property","Property VII.4.52","r7-i4-p52","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2052.htm","","","","r7-i4","24.31945","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p52"
"r7-i4-p53","BLD_000929","Shops","property","Property VII.4.53","r7-i4-p53","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2053.htm","","","","r7-i4","22.84608","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p53"
"r7-i4-p54","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p54"
"r7-i4-p55","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p55"
"r7-i4-p56","BLD_000930","Private Dwellings; Shops","property","Property VII.4.56","r7-i4-p56","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2056.htm","","Casa della fontana","","r7-i4","274.1297","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p56"
"r7-i4-p57","BLD_000931","Workshops","property","Property VII.4.57","r7-i4-p57","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2057.htm","","","","r7-i4","869.3159","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p57"
"r7-i4-p59","BLD_000932","Workshops; Shops","property","Property VII.4.59","r7-i4-p59","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2059.htm","","Casa dei bronzi","","r7-i4","737.0153","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p59"
"r7-i4-p6","BLD_000933","Shops","property","Property VII.4.6","r7-i4-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2004%2006.htm","","","","r7-i4","72.25116","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p6"
"r7-i4-p61","","","property","","","","","","","","r7-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i4-p61"
